INVOICE_ID,BOOKED_REVENUE,PROFIT_CENTER,POSTING_DATE,OPPORTUNITY_ID
INV-206b1ae4,196838.19,PC_SIBG_LATAM,2021-05-16,OPP-2defe193
INV-ce597877,188430.39,PC_SIBG_LATAM,2021-05-11,OPP-0df56ac6
INV-c143f0a5,212183.11,PC_SIBG_LATAM,2021-05-09,OPP-df6a8f93
INV-79adf71e,276584.01,PC_SIBG_LATAM,2021-05-20,OPP-2f32751e
INV-d0844299,247929.57,PC_SIBG_LATAM,2021-05-19,OPP-6694c343
INV-ad9b87cf,216977.19,PC_SIBG_LATAM,2021-05-15,OPP-9b37a22b
INV-8b7abfe4,206555.57,PC_SIBG_LATAM,2021-05-13,OPP-4c1f55ab
INV-7ce51943,206649.45,PC_SIBG_LATAM,2021-05-17,OPP-3d67cde9
INV-46192ee7,207927.47,PC_SIBG_LATAM,2021-05-16,OPP-743b65a2
INV-0d67ba12,193213.07,PC_SIBG_LATAM,2021-05-11,OPP-96fc734d
INV-e251f2f5,206305.99,PC_SIBG_LATAM,2021-05-24,OPP-e88da719
INV-87cbb109,235764.57,PC_SIBG_LATAM,2021-05-22,OPP-9854ce4e
INV-eebd31af,257893.37,PC_SIBG_LATAM,2021-05-16,OPP-9918ee46
INV-0ce6c19e,175830.3,PC_SIBG_LATAM,2021-05-15,OPP-069f14f1
INV-b926e743,251953.3,PC_SIBG_LATAM,2021-05-10,OPP-2e76128b
INV-e7682c1c,215560.65,PC_SIBG_LATAM,2021-05-14,OPP-5553b2fe
INV-4dc90ce3,181182.2,PC_SIBG_LATAM,2021-05-14,OPP-7ed70ed7
INV-ab64cde5,172312.0,PC_SIBG_LATAM,2021-05-23,OPP-6778043b
INV-1d709b44,203029.29,PC_SIBG_LATAM,2021-05-19,OPP-300568d2
INV-6819d52b,179971.68,PC_SIBG_LATAM,2021-05-27,OPP-445dcc38
INV-9b5ec564,286931.65,PC_SIBG_LATAM,2021-05-15,OPP-f920264c
INV-8002886d,223579.52,PC_SIBG_LATAM,2021-05-15,OPP-a5d04d53
INV-955dfbad,221928.11,PC_SIBG_LATAM,2021-05-16,OPP-45ff2c83
INV-d0365f87,240498.28,PC_SIBG_LATAM,2021-05-18,OPP-25074181
INV-4b1ca914,201884.75,PC_SIBG_LATAM,2021-05-19,OPP-9475dbc9
INV-51dabb09,208783.24,PC_SIBG_LATAM,2021-05-18,OPP-c34b9fbb
INV-e32b771f,216691.76,PC_SIBG_LATAM,2021-05-21,OPP-9261549d
INV-794464b0,219159.47,PC_SIBG_LATAM,2021-05-22,OPP-7914f8a8
INV-e4177076,223140.05,PC_SIBG_LATAM,2021-05-22,OPP-9716108e
INV-15becc5e,207817.13,PC_SIBG_LATAM,2021-05-29,OPP-e912b4bf
INV-f6a8e9be,235423.73,PC_SIBG_LATAM,2021-05-16,OPP-2784378f
INV-5c337a47,205145.35,PC_SIBG_LATAM,2021-05-14,OPP-65c17795
INV-97f545e9,211188.24,PC_SIBG_LATAM,2021-05-30,OPP-5110b492
INV-50203436,246674.33,PC_SIBG_LATAM,2021-05-28,OPP-1933918c
INV-1e9a36d1,192448.37,PC_SIBG_LATAM,2021-05-24,OPP-3e83b91f
INV-13cc4591,252973.34,PC_SIBG_LATAM,2021-05-19,OPP-deef580f
INV-4ef3da34,253667.41,PC_SIBG_LATAM,2021-05-25,OPP-3b70b3a1
INV-2dfa7842,207228.85,PC_SIBG_LATAM,2021-05-24,OPP-cdfc6ee0
INV-7d801b28,236430.46,PC_SIBG_LATAM,2021-05-24,OPP-40066ff2
INV-91f0b199,247367.46,PC_SIBG_LATAM,2021-05-20,OPP-1b4da0fe
INV-82d1bbec,203589.59,PC_SIBG_LATAM,2021-05-20,OPP-e776b886
INV-0e98eec5,203971.79,PC_SIBG_LATAM,2021-05-29,OPP-a2f963a3
INV-cee656dd,173820.36,PC_SIBG_LATAM,2021-05-27,OPP-c9e26074
INV-dadb98cf,225646.96,PC_SIBG_LATAM,2021-05-18,OPP-4b8c5bdc
INV-da05c0ea,208123.37,PC_SIBG_LATAM,2021-05-29,OPP-e05fb8bc
INV-711b2d4b,236348.12,PC_SIBG_LATAM,2021-05-22,OPP-e9ff1cae
INV-93f7026d,200228.1,PC_SIBG_LATAM,2021-06-04,OPP-1d7bc313
INV-115f5e37,196731.09,PC_SIBG_LATAM,2021-05-30,OPP-ad238d36
INV-dfce4fb6,186006.2,PC_SIBG_LATAM,2021-05-25,OPP-ca6a2224
INV-2660e38b,190261.67,PC_SIBG_LATAM,2021-05-26,OPP-9c2e58de
INV-2212f73a,200093.32,PC_SIBG_LATAM,2021-06-09,OPP-4dead645
INV-9922e74c,221733.25,PC_SIBG_LATAM,2021-06-06,OPP-7421ff46
INV-5e481338,181014.73,PC_SIBG_LATAM,2021-05-27,OPP-687a4850
INV-73cdae4a,174914.25,PC_SIBG_LATAM,2021-05-26,OPP-3c71e0be
INV-f1085aa7,171919.56,PC_SIBG_LATAM,2021-05-24,OPP-a5135ea0
INV-b3e213c1,221986.91,PC_SIBG_LATAM,2021-06-01,OPP-d918b3e5
INV-0976b272,206759.7,PC_SIBG_LATAM,2021-06-08,OPP-90882eaf
INV-5be1593b,234133.55,PC_SIBG_LATAM,2021-05-28,OPP-d0243d72
INV-9f865c05,195534.34,PC_SIBG_LATAM,2021-05-28,OPP-00b9d4a3
INV-87e5c6e5,201029.68,PC_SIBG_LATAM,2021-06-02,OPP-cc6b66e5
INV-34c0361c,220750.52,PC_SIBG_LATAM,2021-06-01,OPP-ca3c6f5f
INV-e78040c4,202501.36,PC_SIBG_LATAM,2021-05-28,OPP-20733f6d
INV-a18d4394,270801.58,PC_SIBG_LATAM,2021-06-06,OPP-83639007
INV-262b4812,232196.68,PC_SIBG_LATAM,2021-06-02,OPP-d8e88ebb
INV-30399b93,200393.11,PC_SIBG_LATAM,2021-05-29,OPP-9fd34579
INV-c1f72255,216393.73,PC_SIBG_LATAM,2021-05-30,OPP-e0b15aba
INV-6b0dd372,221384.36,PC_SIBG_LATAM,2021-06-01,OPP-d3d1bf0f
INV-454c6bc8,257239.59,PC_SIBG_LATAM,2021-06-01,OPP-cfd01cbd
INV-b20284a7,223992.25,PC_SIBG_LATAM,2021-05-31,OPP-ea74bb18
INV-703d74b3,201172.63,PC_SIBG_LATAM,2021-06-14,OPP-36760ce5
INV-326795c9,253750.45,PC_SIBG_LATAM,2021-06-05,OPP-d86a6460
INV-efc4164b,225909.61,PC_SIBG_LATAM,2021-06-02,OPP-b18753e6
INV-bea48b30,196386.13,PC_SIBG_LATAM,2021-06-04,OPP-3712f2d1
INV-8ebe3424,211109.5,PC_SIBG_LATAM,2021-06-05,OPP-530ac1c7
INV-712009ca,244038.01,PC_SIBG_LATAM,2021-05-31,OPP-ac8936bc
INV-7885a8e2,217590.09,PC_SIBG_LATAM,2021-06-07,OPP-4d29d1ab
INV-96ce5b0d,237848.31,PC_SIBG_LATAM,2021-05-29,OPP-01fa964e
INV-9f6dcd5f,240787.02,PC_SIBG_LATAM,2021-06-04,OPP-6de59332
INV-bf66a28c,256080.75,PC_SIBG_LATAM,2021-06-10,OPP-532401fc
INV-85a417a8,233308.11,PC_SIBG_LATAM,2021-06-06,OPP-eb7607c9
INV-7c5e636b,213545.96,PC_SIBG_LATAM,2021-06-09,OPP-6683e107
INV-ee584792,242555.53,PC_SIBG_LATAM,2021-06-06,OPP-2b0abedd
INV-1de879ab,179537.08,PC_SIBG_LATAM,2021-06-06,OPP-e7ea8d5a
INV-a380b67c,173094.2,PC_SIBG_LATAM,2021-06-06,OPP-3c7c1d85
INV-cc5e886a,276076.15,PC_SIBG_LATAM,2021-06-03,OPP-c29d782b
INV-15fdf6bf,191731.37,PC_SIBG_LATAM,2021-06-09,OPP-46510367
INV-f595fbf5,218919.62,PC_SIBG_LATAM,2021-06-12,OPP-5e659654
INV-de50fd7c,169200.57,PC_SIBG_LATAM,2021-06-11,OPP-98159d6c
INV-6dc64338,236833.84,PC_SIBG_LATAM,2021-06-08,OPP-812a1f9b
INV-e5faba53,284037.59,PC_SIBG_LATAM,2021-06-08,OPP-569f3ab3
INV-f99bb492,237509.78,PC_SIBG_LATAM,2021-06-09,OPP-8ed6ad5e
INV-0f931bc3,214408.18,PC_SIBG_LATAM,2021-06-10,OPP-df8f4197
INV-66b84241,215902.26,PC_SIBG_LATAM,2021-06-18,OPP-d02ce0c1
INV-5737ee98,222483.19,PC_SIBG_LATAM,2021-06-06,OPP-86c1b6cb
INV-1601b35d,153081.48,PC_SIBG_LATAM,2021-06-15,OPP-31274148
INV-5d6d0fb5,180944.0,PC_SIBG_LATAM,2021-06-12,OPP-c9c23e69
INV-c264936b,166278.79,PC_SIBG_LATAM,2021-06-13,OPP-277d1be9
INV-68941e33,248611.46,PC_SIBG_LATAM,2021-06-13,OPP-e7147668
INV-9c375349,221036.78,PC_SIBG_LATAM,2021-06-09,OPP-c8a723e9
INV-4d155838,227791.37,PC_SIBG_LATAM,2021-06-12,OPP-78116802
INV-cba7669a,175498.78,PC_SIBG_LATAM,2021-06-20,OPP-c4f9eccd
INV-31d90f9f,233075.18,PC_SIBG_LATAM,2021-06-09,OPP-a4244f23
INV-38d0314d,213598.04,PC_SIBG_LATAM,2021-06-14,OPP-8412a335
INV-97080153,215867.78,PC_SIBG_LATAM,2021-06-13,OPP-519554e3
INV-3227ffbf,243666.31,PC_SIBG_LATAM,2021-06-09,OPP-c24369e7
INV-02d49cd4,239289.43,PC_SIBG_LATAM,2021-06-12,OPP-d5c0244d
INV-b4d5cbe8,277709.1,PC_SIBG_LATAM,2021-06-22,OPP-1c76bdf6
INV-d0ee26d0,166864.53,PC_SIBG_LATAM,2021-06-19,OPP-5b6a8102
INV-a2cbc662,204530.53,PC_SIBG_LATAM,2021-07-02,OPP-4b1f0d7b
INV-f5ec80b5,188789.55,PC_SIBG_LATAM,2021-06-23,OPP-eef16694
INV-00929772,198238.85,PC_SIBG_LATAM,2021-06-19,OPP-095ffa81
INV-2463347d,195899.81,PC_SIBG_LATAM,2021-06-29,OPP-45f18619
INV-7de73f01,241437.31,PC_SIBG_LATAM,2021-06-27,OPP-d284f54e
INV-d0cab89c,216190.3,PC_SIBG_LATAM,2021-06-17,OPP-ff86cc31
INV-0c1d2d40,212334.42,PC_SIBG_LATAM,2021-06-24,OPP-abd2b512
INV-dbb9e86e,211823.8,PC_SIBG_LATAM,2021-06-18,OPP-5dc7b3e6
INV-639f914e,197845.48,PC_SIBG_LATAM,2021-06-25,OPP-732e2016
INV-efcf9fdf,219387.07,PC_SIBG_LATAM,2021-06-21,OPP-ea9e5c8d
INV-15dd8a26,171613.3,PC_SIBG_LATAM,2021-06-29,OPP-d9f2dd0d
INV-cf7a79cd,194852.9,PC_SIBG_LATAM,2021-06-14,OPP-5c8ac066
INV-2986e351,214881.04,PC_SIBG_LATAM,2021-06-19,OPP-06ba8cd3
INV-28d6f1f7,192290.62,PC_SIBG_LATAM,2021-06-27,OPP-2138afe0
INV-4e06af79,229889.28,PC_SIBG_LATAM,2021-06-24,OPP-8693fd9d
INV-7e7551c3,237998.49,PC_SIBG_LATAM,2021-06-17,OPP-5128b9b1
INV-5191c78b,281105.98,PC_SIBG_LATAM,2021-06-25,OPP-c7bf4fbc
INV-b3a37710,186120.44,PC_SIBG_LATAM,2021-06-22,OPP-de431e06
INV-09a14f09,240275.94,PC_SIBG_LATAM,2021-06-19,OPP-e519dd7e
INV-79bf1b76,216436.54,PC_SIBG_LATAM,2021-06-22,OPP-a417c093
INV-198f7f38,187200.92,PC_SIBG_LATAM,2021-06-26,OPP-9fddde2e
INV-d93ff2f8,238813.87,PC_SIBG_LATAM,2021-07-02,OPP-07437c3b
INV-821e9b0f,190440.83,PC_SIBG_LATAM,2021-06-23,OPP-a6b07458
INV-95726342,214655.44,PC_SIBG_LATAM,2021-06-24,OPP-7f7f6c0a
INV-2fc5679b,227941.24,PC_SIBG_LATAM,2021-06-17,OPP-af5b8f47
INV-3a148d22,210226.23,PC_SIBG_LATAM,2021-07-07,OPP-6a662fce
INV-7cdfa0ed,237610.81,PC_SIBG_LATAM,2021-07-01,OPP-b7e6a14c
INV-f267feec,234153.07,PC_SIBG_LATAM,2021-07-01,OPP-44790612
INV-37c04b35,200409.16,PC_SIBG_LATAM,2021-06-23,OPP-dd39d793
INV-bc8a764c,227908.12,PC_SIBG_LATAM,2021-07-02,OPP-e10b1a47
INV-98e7a6f3,206437.35,PC_SIBG_LATAM,2021-07-03,OPP-f778c676
INV-b2a36148,210971.45,PC_SIBG_LATAM,2021-07-05,OPP-1b84edc3
INV-9516bf50,197252.67,PC_SIBG_LATAM,2021-06-22,OPP-5dae1201
INV-144f7ff4,239638.92,PC_SIBG_LATAM,2021-07-03,OPP-8da00495
INV-187de90d,195316.1,PC_SIBG_LATAM,2021-07-02,OPP-d3479a3b
INV-bdce5c48,183738.81,PC_SIBG_LATAM,2021-07-04,OPP-fc9e1dcb
INV-dcfb9f12,191811.45,PC_SIBG_LATAM,2021-07-08,OPP-cdd0b4d4
INV-87e320b9,238287.61,PC_SIBG_LATAM,2021-06-24,OPP-561c9210
INV-c1ea074a,188984.06,PC_SIBG_LATAM,2021-06-30,OPP-044251db
INV-333778c0,198231.51,PC_SIBG_LATAM,2021-07-06,OPP-cbf81f86
INV-93343365,212371.93,PC_SIBG_LATAM,2021-06-28,OPP-b89f7039
INV-5cb00596,250523.02,PC_SIBG_LATAM,2021-07-01,OPP-f2bd92f2
INV-c6126c8c,206070.46,PC_SIBG_LATAM,2021-07-10,OPP-7a768555
INV-337e76f0,206690.37,PC_SIBG_LATAM,2021-07-04,OPP-7bf33a34
INV-0fdd18fd,180596.9,PC_SIBG_LATAM,2021-07-06,OPP-f1053252
INV-8ef4da97,202686.91,PC_SIBG_LATAM,2021-06-27,OPP-5129950d
INV-3cd30f82,169904.03,PC_SIBG_LATAM,2021-06-29,OPP-49ac9087
INV-466e02b6,215130.89,PC_SIBG_LATAM,2021-07-02,OPP-65001423
INV-024cfdeb,180904.16,PC_SIBG_LATAM,2021-07-02,OPP-f48f709c
INV-f440a53b,209849.64,PC_SIBG_LATAM,2021-07-02,OPP-33baba88
INV-ba7c7b07,220556.9,PC_SIBG_LATAM,2021-07-08,OPP-963a8617
INV-03ba1af5,200551.65,PC_SIBG_LATAM,2021-06-29,OPP-a35055e4
INV-6ab70776,229207.07,PC_SIBG_LATAM,2021-07-05,OPP-19bd4f93
INV-ebe6258a,247226.53,PC_SIBG_LATAM,2021-07-08,OPP-a723fb72
INV-a03544b5,235273.57,PC_SIBG_LATAM,2021-07-05,OPP-4910fade
INV-74e897f6,221460.63,PC_SIBG_LATAM,2021-07-16,OPP-b91e3d6e
INV-36308749,208003.24,PC_SIBG_LATAM,2021-07-04,OPP-2d007d05
INV-2f5ab1f5,244352.1,PC_SIBG_LATAM,2021-07-07,OPP-9a4ffc0c
INV-9f3056f6,225738.85,PC_SIBG_LATAM,2021-07-09,OPP-a42d0cd7
INV-441209dc,242429.04,PC_SIBG_LATAM,2021-07-06,OPP-b7f60cdf
INV-f3050b10,235437.15,PC_SIBG_LATAM,2021-07-21,OPP-aca58d95
INV-6ef7d2aa,220377.31,PC_SIBG_LATAM,2021-07-03,OPP-6d7df5d0
INV-9e301523,204650.71,PC_SIBG_LATAM,2021-07-06,OPP-52d78f10
INV-6960db16,225166.37,PC_SIBG_LATAM,2021-07-04,OPP-5c0b9b10
INV-2f4c0489,188185.25,PC_SIBG_LATAM,2021-07-10,OPP-80a52e65
INV-91f4d79e,168143.51,PC_SIBG_LATAM,2021-07-11,OPP-9d5817e8
INV-d4e99b37,200495.97,PC_SIBG_LATAM,2021-07-03,OPP-bf6b8cdf
INV-4fb205a1,192411.88,PC_SIBG_LATAM,2021-07-13,OPP-c9912032
INV-f7eb0385,228424.0,PC_SIBG_LATAM,2021-07-08,OPP-ead08c89
INV-bd4b1451,231420.22,PC_SIBG_LATAM,2021-07-13,OPP-265cb9d9
INV-4e939d98,218253.77,PC_SIBG_LATAM,2021-07-17,OPP-3495311e
INV-2da657df,250551.19,PC_SIBG_LATAM,2021-07-15,OPP-21c71aa3
INV-e5b99b6e,199519.45,PC_SIBG_LATAM,2021-07-15,OPP-b928e23f
INV-2792893a,204606.58,PC_SIBG_LATAM,2021-07-09,OPP-0f6ce9bf
INV-d27b0f35,153961.77,PC_SIBG_EMEA,2021-09-06,OPP-2e13418d
INV-ca7cbacd,151931.8,PC_SIBG_EMEA,2021-09-12,OPP-5fdcabbf
INV-9813613f,177469.89,PC_SIBG_EMEA,2021-09-06,OPP-aec76a82
INV-8965f57e,159366.76,PC_SIBG_EMEA,2021-09-21,OPP-8989c5ab
INV-283fa746,230387.24,PC_SIBG_EMEA,2021-09-13,OPP-3bfda8a6
INV-2f6b95a6,220101.81,PC_SIBG_EMEA,2021-09-05,OPP-3bf2025f
INV-9d9fd838,123894.95,PC_SIBG_EMEA,2021-09-10,OPP-4d406f1b
INV-64e003ec,103462.87,PC_SIBG_EMEA,2021-09-06,OPP-46707cd6
INV-fcbcb3ff,148737.48,PC_SIBG_EMEA,2021-09-11,OPP-2cd58759
INV-3a9606b1,185699.92,PC_SIBG_EMEA,2021-09-15,OPP-abdd1a8f
INV-d8546c18,300520.75,PC_SIBG_EMEA,2021-09-11,OPP-4cc57e0d
INV-2e3e4005,258419.06,PC_SIBG_EMEA,2021-09-19,OPP-4cfd0fc1
INV-4bbc561c,223667.86,PC_SIBG_EMEA,2021-09-07,OPP-73253aa3
INV-bfe2a0fa,294365.47,PC_SIBG_EMEA,2021-09-20,OPP-e8b3d763
INV-fb24c6df,221319.09,PC_SIBG_EMEA,2021-09-20,OPP-a6129a1c
INV-7ae1102d,234377.99,PC_SIBG_EMEA,2021-09-23,OPP-193e638d
INV-ac4a96af,112235.94,PC_SIBG_EMEA,2021-10-03,OPP-9442b5e6
INV-3352ba01,258455.35,PC_SIBG_EMEA,2021-09-19,OPP-3ee82983
INV-7af75af2,250272.62,PC_SIBG_EMEA,2021-09-17,OPP-d253d966
INV-850f188e,137118.33,PC_SIBG_EMEA,2021-10-05,OPP-e3ad64d4
INV-4302aedb,186325.11,PC_SIBG_EMEA,2021-10-02,OPP-f1f7d904
INV-458f2826,190739.18,PC_SIBG_EMEA,2021-09-23,OPP-9e2a7324
INV-0b16f7f5,267658.86,PC_SIBG_EMEA,2021-09-27,OPP-883f13c6
INV-d981dd44,229862.09,PC_SIBG_EMEA,2021-10-14,OPP-409e7a80
INV-b894b714,212577.05,PC_SIBG_EMEA,2021-10-13,OPP-a75b395a
INV-87f98886,252132.21,PC_SIBG_EMEA,2021-09-30,OPP-a518a418
INV-b2e3155d,161270.73,PC_SIBG_EMEA,2021-10-08,OPP-45667c48
INV-3fcfc508,204960.94,PC_SIBG_EMEA,2021-10-14,OPP-9647ff9f
INV-13716ef9,134685.52,PC_SIBG_EMEA,2021-10-04,OPP-13b22cec
INV-633c1667,185756.96,PC_SIBG_EMEA,2021-10-05,OPP-ad5229dd
INV-530b99f5,135170.76,PC_SIBG_EMEA,2021-09-28,OPP-1413d64d
INV-405c0915,269212.41,PC_SIBG_EMEA,2021-10-08,OPP-f0eebcce
INV-8121fcc8,267517.19,PC_SIBG_EMEA,2021-10-29,OPP-4eea9db8
INV-0346e9c7,226516.2,PC_SIBG_EMEA,2021-10-07,OPP-6e54ac6d
INV-58c04824,118851.18,PC_SIBG_EMEA,2021-10-25,OPP-5a9a206a
INV-8cb3cd40,303729.93,PC_SIBG_EMEA,2021-10-06,OPP-fa698cd2
INV-2587a74a,343651.12,PC_SIBG_EMEA,2021-10-26,OPP-3f2086c2
INV-dd6322a2,328523.23,PC_SIBG_EMEA,2021-10-19,OPP-2d79a2d1
INV-e8b899ab,115966.92,PC_SIBG_EMEA,2021-11-05,OPP-f7bf5244
INV-2c6c73ff,207626.02,PC_SIBG_EMEA,2021-11-05,OPP-1d27c09a
INV-023add21,232609.54,PC_SIBG_EMEA,2021-10-27,OPP-f3f81c31
